ts,open,high,low,close,volume
1700000000,100.0000,102.2467,99.5000,101.7467,1005
1700003600,101.7467,103.9740,101.2467,103.4740,1010
1700007200,103.4740,105.6627,102.9740,105.1627,1015
1700010800,105.1627,107.2943,104.6627,106.7943,1020
1700014400,106.7943,108.8510,106.2943,108.3510,1025
1700018000,108.3510,110.3164,107.8510,109.8164,1030
1700021600,109.8164,111.6754,109.3164,111.1754,1035
1700025200,111.1754,112.9147,110.6754,112.4147,1040
1700028800,112.4147,114.0227,111.9147,113.5227,1045
1700032400,113.5227,114.9898,113.0227,114.4898,1050
1700036000,114.4898,115.8089,113.9898,115.3089,1055
1700039600,115.3089,116.4749,114.8089,115.9749,1060
1700043200,115.9749,116.9853,115.4749,116.4853,1065
1700046800,116.4853,117.3399,115.9853,116.8399,1070
1700050400,116.8399,117.5409,116.3399,117.0409,1075
1700054000,117.0409,117.5930,116.5409,117.0930,1080
1700057600,117.0930,117.5930,116.5032,117.0032,1085
1700061200,117.0032,117.5032,116.2807,116.7807,1090
1700064800,116.7807,117.2807,115.9369,116.4369,1095
1700068400,116.4369,116.9369,115.4847,115.9847,1100
1700072000,115.9847,116.4847,114.9392,115.4392,1105
1700075600,115.4392,115.9392,114.3166,114.8166,1110
1700079200,114.8166,115.3166,113.6345,114.1345,1115
1700082800,114.1345,114.6345,112.9112,113.4112,1120
1700086400,113.4112,113.9112,112.1659,112.6659,1125
1700090000,112.6659,113.1659,111.4180,111.9180,1130
1700093600,111.9180,112.4180,110.6871,111.1871,1135
1700097200,111.1871,111.6871,109.9922,110.4922,1140
1700100800,110.4922,110.9922,109.3520,109.8520,1145
1700104400,109.8520,110.3520,108.7844,109.2844,1150
1700108000,109.2844,109.7844,108.3060,108.8060,1155
1700111600,108.8060,109.3060,107.9320,108.4320,1160
1700115200,108.4320,108.9320,107.6761,108.1761,1165
1700118800,108.1761,108.6761,107.5501,108.0501,1170
1700122400,108.0501,108.5638,107.5501,108.0638,1175
1700126000,108.0638,108.7247,107.5638,108.2247,1180
1700129600,108.2247,109.0382,107.7247,108.5382,1185
1700133200,108.5382,109.5071,108.0382,109.0071,1190
1700136800,109.0071,110.1319,108.5071,109.6319,1195
1700140400,109.6319,110.9108,109.1319,110.4108,1200
1700144000,110.4108,111.8392,109.9108,111.3392,1205
1700147600,111.3392,112.9107,110.8392,112.4107,1210
1700151200,112.4107,114.1161,111.9107,113.6161,1215
1700154800,113.6161,115.4446,113.1161,114.9446,1220
1700158400,114.9446,116.8832,114.4446,116.3832,1225
1700162000,116.3832,118.4172,115.8832,117.9172,1230
1700165600,117.9172,120.0306,117.4172,119.5306,1235
1700169200,119.5306,121.7058,119.0306,121.2058,1240
